12.1799, 12.1799
9.41425, 21.5941
5.09725, 26.6914
2.25535, 28.9467
0.831183, 29.7779
0.2389, 30.0168
0.0359295, 30.0527
-0.0149753, 30.0377
-0.0180038, 30.0197
-0.0112363, 30.0085
-0.00546347, 30.003
-0.00221239, 30.0008
-0.000732454, 30.0001
-0.000170274, 29.9999
-5.52442e-07, 29.9999
3.00404e-05, 30
2.33181e-05, 30
1.26482e-05, 30
5.60395e-06, 30
2.06833e-06, 30
5.95966e-07, 30
9.05553e-08, 30
-3.66434e-08, 30
-4.45261e-08, 30
-2.78592e-08, 30
-1.35663e-08, 30
-5.50098e-09, 30
-1.82448e-09, 30
-4.25909e-10, 30
-2.74491e-12, 30
7.40871e-11, 30
5.77557e-11, 30
3.13846e-11, 30
1.39238e-11, 30
5.1467e-12, 30
1.48653e-12, 30
2.28217e-13, 30
-8.91305e-14, 30
-1.09647e-13, 30
-6.87475e-14, 30
-3.37139e-14, 30
-1.43755e-14, 30
-5.42753e-15, 30
-1.27138e-15, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
0, 30
